CLIENTNUM,Card_Category,Income_Category,Customer_Age,Total_Relationship_Count,Total_Trans_Ct,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Utilization_Ratio,Actual_Attrition,Churn_Probability,Risk_Tier
713492583,Blue,Less than $40K,34,5,35,2,2,0.0,Attrited Customer,0.887,High
715222533,Blue,Less than $40K,52,5,36,3,3,0.42,Attrited Customer,0.8869,High
710829108,Blue,$40K - $60K,59,4,28,2,3,0.294,Existing Customer,0.8868,High
708664008,Blue,$80K - $120K,57,6,37,3,4,0.0,Existing Customer,0.8867,High
780660183,Blue,Less than $40K,43,2,46,3,2,0.0,Attrited Customer,0.8865,High
719740008,Blue,Less than $40K,51,3,49,3,4,0.337,Attrited Customer,0.8865,High
714451833,Blue,Less than $40K,45,6,34,2,2,0.0,Existing Customer,0.8864,High
779696883,Blue,$60K - $80K,48,4,31,2,4,0.597,Existing Customer,0.8863,High
794172033,Blue,Less than $40K,58,4,45,1,3,0.0,Attrited Customer,0.8862,High
718735908,Blue,$120K +,47,3,51,4,3,0.0,Attrited Customer,0.8862,High
820276908,Blue,$40K - $60K,42,3,41,3,1,0.0,Attrited Customer,0.8862,High
716107158,Blue,Less than $40K,32,5,46,1,5,0.108,Attrited Customer,0.8859,High
826077033,Blue,Less than $40K,46,1,39,0,4,0.0,Attrited Customer,0.8858,High
714945708,Silver,$40K - $60K,33,2,64,1,3,0.0,Attrited Customer,0.8857,High
720201033,Blue,$80K - $120K,53,3,23,3,2,0.191,Attrited Customer,0.8853,High
788730933,Blue,Less than $40K,44,6,28,3,3,0.704,Existing Customer,0.8851,High
719018208,Blue,Unknown,52,6,36,4,3,0.0,Attrited Customer,0.8849,High
713952558,Blue,Unknown,53,3,40,3,2,0.823,Attrited Customer,0.8848,High
716790633,Blue,$60K - $80K,43,4,38,2,3,0.0,Attrited Customer,0.8847,High
767404083,Blue,$60K - $80K,52,2,47,3,3,0.0,Attrited Customer,0.884,High
716855058,Blue,Less than $40K,49,5,45,2,4,0.0,Attrited Customer,0.8839,High
713229633,Blue,$40K - $60K,45,3,47,2,4,0.0,Attrited Customer,0.8836,High
721091583,Blue,Less than $40K,44,3,15,3,3,0.62,Existing Customer,0.8833,High
827055333,Blue,$40K - $60K,43,5,37,3,5,0.122,Existing Customer,0.8827,High
788030208,Silver,Less than $40K,42,1,42,2,3,0.187,Attrited Customer,0.8815,High
710658483,Blue,$40K - $60K,47,2,46,3,6,0.239,Attrited Customer,0.8814,High
715371108,Blue,$80K - $120K,45,3,42,3,2,0.0,Attrited Customer,0.8812,High
804403908,Blue,$60K - $80K,50,4,31,2,3,0.051,Existing Customer,0.881,High
789942033,Blue,$60K - $80K,43,5,43,3,3,0.0,Attrited Customer,0.8809,High
719742108,Blue,Less than $40K,38,5,44,2,4,0.0,Attrited Customer,0.8808,High
768632958,Blue,Unknown,59,3,49,4,6,0.125,Attrited Customer,0.8805,High
789562383,Blue,Less than $40K,38,2,24,3,0,0.405,Existing Customer,0.8804,High
719580033,Blue,$60K - $80K,54,4,21,2,3,0.698,Existing Customer,0.8803,High
780496833,Blue,Less than $40K,56,3,44,2,2,0.0,Attrited Customer,0.8802,High
712395408,Blue,Less than $40K,51,5,42,3,3,0.462,Attrited Customer,0.88,High
717450633,Blue,$60K - $80K,47,3,39,2,4,0.931,Attrited Customer,0.8798,High
715543908,Blue,Less than $40K,52,4,37,3,3,0.546,Existing Customer,0.8797,High
778601733,Blue,$40K - $60K,55,5,34,4,3,0.629,Attrited Customer,0.8796,High
711167808,Blue,$60K - $80K,40,4,65,3,6,0.0,Attrited Customer,0.8795,High
714496083,Blue,$60K - $80K,51,4,28,2,3,0.268,Existing Customer,0.8795,High
714031083,Blue,Unknown,46,3,40,2,1,0.0,Attrited Customer,0.8789,High
819202533,Blue,$80K - $120K,57,3,32,2,3,0.148,Existing Customer,0.8789,High
780146658,Blue,$40K - $60K,40,2,32,2,4,0.663,Attrited Customer,0.8787,High
717579258,Blue,$40K - $60K,36,2,50,3,3,0.212,Attrited Customer,0.8785,High
719868183,Blue,$40K - $60K,42,5,42,3,2,0.0,Attrited Customer,0.8784,High
712265508,Blue,$40K - $60K,32,1,65,1,3,0.0,Attrited Customer,0.8784,High
716462658,Blue,$80K - $120K,47,3,36,1,1,0.0,Existing Customer,0.8779,High
827440458,Blue,$80K - $120K,48,2,58,3,3,0.152,Attrited Customer,0.8774,High
720096558,Blue,Less than $40K,55,5,36,3,3,0.467,Existing Customer,0.8767,High
711291558,Blue,$60K - $80K,27,4,50,3,3,0.0,Existing Customer,0.8763,High
789923058,Blue,$40K - $60K,53,3,44,3,3,0.0,Attrited Customer,0.8761,High
709429533,Blue,Unknown,49,6,41,3,4,0.0,Existing Customer,0.8757,High
806947308,Blue,$60K - $80K,40,3,44,4,3,0.077,Attrited Customer,0.8753,High
712715208,Blue,$80K - $120K,52,1,51,3,2,0.0,Attrited Customer,0.8751,High
719679858,Blue,$40K - $60K,58,3,27,2,2,0.515,Existing Customer,0.8751,High
770596458,Blue,Less than $40K,45,4,39,3,4,0.837,Attrited Customer,0.8749,High
716203308,Blue,$80K - $120K,52,6,22,3,3,0.62,Existing Customer,0.8749,High
715050408,Blue,$80K - $120K,41,4,32,3,3,0.196,Existing Customer,0.8748,High
779380908,Blue,$80K - $120K,51,4,37,3,4,0.039,Attrited Customer,0.8747,High
717489033,Blue,Less than $40K,27,6,40,1,4,0.0,Attrited Customer,0.8747,High
789684258,Silver,$80K - $120K,57,2,61,3,3,0.054,Attrited Customer,0.8746,High
713815383,Blue,$80K - $120K,53,3,44,2,2,0.0,Attrited Customer,0.8745,High
789968058,Blue,$120K +,51,6,18,2,3,0.258,Existing Customer,0.8741,High
708223383,Blue,Unknown,47,6,38,3,4,0.086,Attrited Customer,0.874,High
719694408,Blue,Less than $40K,30,4,80,3,6,0.0,Attrited Customer,0.8739,High
708888633,Blue,$80K - $120K,52,2,38,3,3,0.296,Attrited Customer,0.8733,High
714475908,Blue,$60K - $80K,43,5,39,3,2,0.0,Attrited Customer,0.8728,High
757667133,Blue,$80K - $120K,54,2,53,2,2,0.0,Attrited Customer,0.8726,High
809855808,Blue,Less than $40K,51,5,20,2,2,0.317,Existing Customer,0.8726,High
719229708,Blue,$40K - $60K,41,6,32,3,2,0.169,Existing Customer,0.8725,High
714938733,Blue,$80K - $120K,48,4,49,2,2,0.0,Attrited Customer,0.8719,High
720565458,Blue,$60K - $80K,43,2,65,3,3,0.0,Attrited Customer,0.8715,High
769438608,Blue,Less than $40K,48,3,42,3,2,0.443,Attrited Customer,0.8715,High
718561458,Blue,$60K - $80K,54,4,26,1,4,0.061,Existing Customer,0.8715,High
816850458,Blue,$60K - $80K,33,6,40,2,4,0.0,Attrited Customer,0.8714,High
715410783,Blue,Less than $40K,55,5,34,2,3,0.312,Attrited Customer,0.8711,High
771963708,Blue,$60K - $80K,56,5,25,3,2,0.0,Attrited Customer,0.8711,High
752666508,Silver,$80K - $120K,41,4,22,3,3,0.039,Existing Customer,0.871,High
711003483,Blue,$60K - $80K,40,2,97,3,3,0.056,Existing Customer,0.8709,High
789122808,Blue,$40K - $60K,41,5,45,2,3,0.0,Attrited Customer,0.8702,High
720328983,Blue,Less than $40K,52,4,64,3,3,0.0,Attrited Customer,0.8697,High
716863458,Silver,$80K - $120K,44,2,68,3,3,0.016,Attrited Customer,0.8695,High
783020958,Blue,$80K - $120K,39,6,46,6,4,0.043,Existing Customer,0.8695,High
719071158,Platinum,Unknown,54,2,54,2,2,0.0,Attrited Customer,0.8693,High
772468983,Blue,$80K - $120K,36,3,37,4,2,0.059,Existing Customer,0.869,High
821768658,Blue,$120K +,52,4,51,5,5,0.171,Attrited Customer,0.8683,High
714892533,Blue,Unknown,26,5,33,3,2,0.0,Existing Customer,0.8683,High
720049083,Blue,Unknown,35,5,47,3,3,0.0,Attrited Customer,0.8682,High
712768983,Silver,$80K - $120K,51,6,65,4,2,0.007,Attrited Customer,0.8682,High
769667583,Blue,$40K - $60K,34,2,69,3,2,0.0,Attrited Customer,0.8681,High
713891133,Blue,Less than $40K,41,3,43,2,2,0.58,Attrited Customer,0.8678,High
719368533,Silver,Unknown,41,1,100,3,3,0.04,Existing Customer,0.8677,High
779320008,Blue,$80K - $120K,43,3,31,3,3,0.868,Attrited Customer,0.8676,High
712479633,Blue,Less than $40K,31,3,43,1,2,0.0,Attrited Customer,0.8674,High
773466258,Blue,$40K - $60K,48,3,22,1,3,0.262,Existing Customer,0.8674,High
823548858,Blue,Unknown,53,5,48,5,4,0.031,Attrited Customer,0.8674,High
822132858,Blue,$80K - $120K,41,1,43,2,2,0.0,Attrited Customer,0.8674,High
787921383,Silver,$120K +,53,2,43,4,4,0.067,Attrited Customer,0.8671,High
772629333,Blue,$40K - $60K,45,5,30,4,2,0.347,Existing Customer,0.867,High
713722608,Blue,Less than $40K,48,3,35,1,4,0.896,Attrited Customer,0.867,High
712058133,Blue,Less than $40K,54,1,74,3,3,0.311,Existing Customer,0.8668,High
710741208,Blue,$80K - $120K,39,4,25,2,2,0.28,Existing Customer,0.8663,High
716129208,Blue,$40K - $60K,37,3,36,3,3,0.0,Existing Customer,0.8663,High
771698658,Blue,$60K - $80K,44,4,27,5,3,0.176,Existing Customer,0.8656,High
716647983,Blue,Less than $40K,58,5,34,3,1,0.125,Existing Customer,0.8655,High
710162133,Blue,$80K - $120K,41,1,77,3,6,0.265,Attrited Customer,0.8654,High
710292333,Blue,Unknown,44,3,52,3,4,0.0,Attrited Customer,0.8645,High
714983283,Blue,Less than $40K,39,6,19,1,3,0.0,Attrited Customer,0.8643,High
716893683,Blue,Unknown,55,4,53,3,3,0.172,Attrited Customer,0.8643,High
718279008,Silver,$60K - $80K,44,5,38,2,3,0.0,Attrited Customer,0.8642,High
714337233,Silver,Less than $40K,43,6,61,2,4,0.189,Attrited Customer,0.8641,High
711535158,Blue,Unknown,46,5,42,3,3,0.21,Attrited Customer,0.8637,High
720634683,Blue,Unknown,48,5,45,2,4,0.0,Attrited Customer,0.8636,High
717042333,Blue,Less than $40K,53,3,48,3,3,0.0,Attrited Customer,0.8633,High
718742808,Blue,$40K - $60K,55,2,49,4,3,0.153,Attrited Customer,0.8633,High
708295533,Blue,Less than $40K,65,5,22,3,2,0.53,Existing Customer,0.863,High
814483608,Blue,Less than $40K,47,1,43,3,3,0.434,Attrited Customer,0.8628,High
712036383,Blue,$60K - $80K,49,6,68,3,3,0.0,Attrited Customer,0.8626,High
708121908,Blue,$80K - $120K,48,2,45,3,2,0.0,Attrited Customer,0.8624,High
710284233,Blue,$80K - $120K,33,5,43,3,4,0.0,Attrited Customer,0.8623,High
710754933,Blue,Less than $40K,61,6,20,2,3,0.0,Attrited Customer,0.8623,High
798788958,Blue,$80K - $120K,32,2,93,3,2,0.176,Existing Customer,0.8623,High
720814233,Blue,$80K - $120K,45,4,38,3,3,0.054,Existing Customer,0.8622,High
719860308,Blue,Less than $40K,42,2,48,3,3,0.0,Attrited Customer,0.862,High
715485483,Blue,Less than $40K,39,3,44,3,3,0.0,Attrited Customer,0.8619,High
755661933,Blue,$40K - $60K,48,5,45,3,3,0.353,Attrited Customer,0.8617,High
708139833,Blue,$60K - $80K,40,4,44,2,3,0.0,Attrited Customer,0.8615,High
780067158,Blue,Less than $40K,51,2,47,3,3,0.634,Attrited Customer,0.8613,High
813804783,Blue,$40K - $60K,41,4,54,3,3,0.0,Attrited Customer,0.8612,High
708134283,Blue,Less than $40K,35,4,31,3,3,0.201,Existing Customer,0.8611,High
714684933,Blue,Less than $40K,40,5,41,2,3,0.0,Attrited Customer,0.8605,High
717138558,Blue,$40K - $60K,28,5,31,1,3,0.0,Existing Customer,0.8605,High
721517208,Blue,Less than $40K,41,4,29,6,1,0.803,Existing Customer,0.8605,High
803132733,Blue,Less than $40K,54,4,30,3,2,0.23,Existing Customer,0.8602,High
708579633,Gold,$40K - $60K,40,4,34,2,2,0.075,Existing Customer,0.8601,High
713095533,Blue,Less than $40K,44,5,31,3,3,0.637,Existing Customer,0.86,High
708972783,Blue,Less than $40K,48,3,44,2,3,0.0,Attrited Customer,0.86,High
708384033,Blue,Less than $40K,45,3,39,3,3,0.897,Attrited Customer,0.8599,High
708684108,Blue,$40K - $60K,46,5,30,3,1,0.348,Attrited Customer,0.8599,High
720801033,Blue,Unknown,51,3,27,2,3,0.277,Existing Customer,0.8594,High
716709858,Blue,Less than $40K,34,1,54,2,3,0.0,Attrited Customer,0.8593,High
778959258,Blue,Less than $40K,51,5,45,3,3,0.0,Attrited Customer,0.8592,High
789731433,Blue,Less than $40K,26,4,42,2,4,0.674,Existing Customer,0.8592,High
721117533,Blue,Less than $40K,46,3,45,3,3,0.653,Existing Customer,0.8591,High
771075258,Silver,$120K +,55,2,42,3,2,0.044,Existing Customer,0.8588,High
717575958,Blue,$40K - $60K,50,6,42,3,3,0.283,Attrited Customer,0.8586,High
713413758,Blue,Unknown,26,4,44,3,3,0.581,Existing Customer,0.8583,High
712656783,Blue,$120K +,49,3,40,4,3,0.309,Attrited Customer,0.8578,High
712207683,Blue,Less than $40K,38,3,37,3,2,0.133,Existing Customer,0.8578,High
811527933,Silver,Less than $40K,65,3,39,4,3,0.162,Attrited Customer,0.8577,High
712038258,Blue,$80K - $120K,48,3,42,3,3,0.052,Attrited Customer,0.8576,High
771693933,Blue,Less than $40K,62,6,33,6,4,0.706,Existing Customer,0.8575,High
711574008,Blue,$80K - $120K,32,4,59,3,5,0.0,Existing Customer,0.8572,High
793550958,Blue,Less than $40K,47,5,40,3,4,0.0,Existing Customer,0.8572,High
794554683,Blue,Less than $40K,41,4,46,2,2,0.0,Attrited Customer,0.8566,High
718435158,Blue,$120K +,50,5,36,1,4,0.0,Existing Customer,0.8565,High
807275733,Blue,Unknown,27,5,37,2,2,0.122,Existing Customer,0.8565,High
715645908,Gold,$80K - $120K,59,5,71,2,6,0.0,Attrited Customer,0.8562,High
798481383,Blue,Less than $40K,40,5,38,1,2,0.0,Attrited Customer,0.8561,High
721502958,Blue,$120K +,54,5,31,3,3,0.59,Existing Customer,0.8561,High
714473658,Blue,$40K - $60K,42,6,26,2,2,0.118,Existing Customer,0.8558,High
715542783,Blue,Less than $40K,33,1,92,3,2,0.0,Existing Customer,0.8555,High
708226833,Gold,$120K +,53,1,107,6,3,0.024,Existing Customer,0.8553,High
719443683,Blue,$120K +,50,3,25,2,3,0.078,Attrited Customer,0.8549,High
780055308,Blue,Less than $40K,43,3,54,1,3,0.0,Existing Customer,0.8549,High
788862333,Blue,Less than $40K,38,6,32,2,2,0.0,Existing Customer,0.8544,High
715973583,Blue,$120K +,56,6,30,3,3,0.03,Existing Customer,0.8544,High
709159308,Blue,Less than $40K,42,3,99,1,3,0.196,Existing Customer,0.8542,High
787570758,Blue,$120K +,35,3,44,3,4,0.542,Existing Customer,0.8541,High
758086458,Blue,Unknown,46,3,62,3,4,0.0,Existing Customer,0.8539,High
716029158,Blue,$60K - $80K,59,6,35,4,5,0.323,Existing Customer,0.8539,High
778863258,Blue,Unknown,46,1,62,2,3,0.0,Attrited Customer,0.8539,High
789551883,Blue,$40K - $60K,52,1,87,1,2,0.067,Existing Customer,0.8538,High
709520058,Blue,$120K +,53,4,43,2,2,0.0,Attrited Customer,0.8535,High
709488108,Blue,$40K - $60K,42,5,39,2,3,0.0,Attrited Customer,0.8535,High
708736608,Blue,$120K +,40,5,39,3,2,0.0,Attrited Customer,0.8534,High
770724558,Blue,$60K - $80K,42,6,24,1,3,0.0,Attrited Customer,0.8531,High
712110333,Blue,Unknown,37,4,48,1,3,0.0,Attrited Customer,0.8531,High
720916683,Blue,$80K - $120K,41,4,31,3,2,0.153,Existing Customer,0.8529,High
716686158,Blue,Less than $40K,59,5,32,2,3,0.406,Existing Customer,0.8528,High
788811558,Blue,Less than $40K,52,1,65,3,3,0.522,Existing Customer,0.8527,High
721527858,Blue,Less than $40K,52,3,42,5,1,0.866,Attrited Customer,0.8525,High
713096583,Blue,Less than $40K,40,4,40,3,2,0.378,Attrited Customer,0.8524,High
788979258,Silver,$80K - $120K,51,4,32,1,4,0.044,Existing Customer,0.8522,High
716124408,Gold,$120K +,32,2,64,2,3,0.049,Attrited Customer,0.8521,High
787348608,Blue,Less than $40K,70,3,15,2,3,0.46,Existing Customer,0.8521,High
718806783,Blue,Unknown,46,2,41,3,1,0.124,Attrited Customer,0.8518,High
711827958,Blue,$60K - $80K,57,4,26,4,1,0.386,Existing Customer,0.8517,High
789833583,Blue,$40K - $60K,57,5,30,2,4,0.196,Existing Customer,0.8513,High
768460908,Blue,$40K - $60K,59,3,32,3,3,0.231,Existing Customer,0.8513,High
716211258,Blue,Less than $40K,59,6,43,5,4,0.0,Existing Customer,0.8512,High
771342183,Blue,$40K - $60K,53,6,43,3,2,0.0,Attrited Customer,0.851,High
826723308,Blue,$120K +,58,5,21,1,4,0.605,Existing Customer,0.8507,High
714372333,Blue,Less than $40K,59,6,40,4,2,0.0,Attrited Customer,0.8507,High
719392833,Blue,Less than $40K,45,3,34,3,2,0.672,Existing Customer,0.8507,High
714006333,Blue,Less than $40K,42,5,41,2,3,0.248,Attrited Customer,0.8503,High
715547058,Blue,Less than $40K,35,4,51,3,4,0.0,Attrited Customer,0.8503,High
717026658,Blue,Less than $40K,43,6,47,3,3,0.0,Attrited Customer,0.8498,High
710138883,Blue,Less than $40K,47,5,43,2,2,0.0,Attrited Customer,0.8497,High
718304583,Gold,$60K - $80K,43,1,54,3,2,0.031,Attrited Customer,0.8494,High
708095133,Blue,$120K +,43,5,29,2,2,0.055,Existing Customer,0.8493,High
793889508,Blue,$40K - $60K,48,4,37,3,3,0.0,Existing Customer,0.8487,High
712552608,Blue,Less than $40K,46,3,43,3,1,0.0,Attrited Customer,0.8486,High
826261008,Blue,Less than $40K,48,3,46,3,2,0.0,Attrited Customer,0.8486,High
780481308,Blue,Unknown,37,3,33,2,2,0.146,Existing Customer,0.8484,High
802247658,Blue,$40K - $60K,59,4,43,5,4,0.897,Attrited Customer,0.8482,High
789198708,Blue,$120K +,58,3,24,1,2,0.0,Existing Customer,0.8481,High
711009708,Blue,$80K - $120K,40,5,22,1,0,0.0,Existing Customer,0.8481,High
718418958,Blue,Less than $40K,30,6,38,2,4,0.0,Attrited Customer,0.848,High
790004883,Blue,$80K - $120K,55,3,30,3,3,0.679,Existing Customer,0.848,High
816261858,Blue,$40K - $60K,61,2,39,5,4,0.564,Attrited Customer,0.8474,High
721310283,Blue,$120K +,47,6,32,2,4,0.027,Existing Customer,0.8474,High
720815208,Blue,$120K +,52,5,47,3,3,0.006,Attrited Customer,0.8471,High
708913233,Blue,$40K - $60K,37,3,34,4,2,0.343,Existing Customer,0.8469,High
717074283,Blue,Unknown,45,5,49,2,6,0.0,Attrited Customer,0.8465,High
809459733,Blue,Less than $40K,43,2,90,1,2,0.0,Existing Customer,0.8461,High
710813733,Silver,$60K - $80K,48,5,41,3,4,0.0,Existing Customer,0.846,High
711922158,Blue,Less than $40K,57,1,62,3,3,0.0,Existing Customer,0.8454,High
712795833,Blue,Less than $40K,34,2,40,2,4,0.501,Attrited Customer,0.8452,High
719692983,Blue,$60K - $80K,36,3,42,3,4,0.305,Existing Customer,0.8452,High
715279683,Blue,$40K - $60K,52,5,39,1,4,0.0,Existing Customer,0.8449,High
712981383,Silver,Less than $40K,44,3,16,2,2,0.179,Existing Customer,0.8443,High
713837058,Blue,Less than $40K,48,3,24,2,3,0.76,Existing Customer,0.8443,High
780613758,Blue,Less than $40K,47,4,111,3,5,0.0,Existing Customer,0.8441,High
712998033,Blue,$120K +,37,3,44,2,2,0.0,Attrited Customer,0.8431,High
815353083,Silver,$80K - $120K,44,2,36,3,2,0.068,Attrited Customer,0.8429,High
719099583,Blue,$40K - $60K,42,3,33,2,3,0.88,Attrited Customer,0.8426,High
709563258,Blue,Unknown,50,2,40,3,2,0.819,Attrited Customer,0.8426,High
714346608,Blue,$40K - $60K,51,3,50,1,4,0.0,Attrited Customer,0.8425,High
771429408,Blue,$80K - $120K,54,5,31,3,2,0.413,Existing Customer,0.8425,High
770769483,Blue,$40K - $60K,35,3,33,1,3,0.344,Existing Customer,0.8422,High
710280558,Blue,$60K - $80K,51,3,18,3,2,0.286,Existing Customer,0.8422,High
721426383,Blue,Less than $40K,36,4,40,3,0,0.168,Attrited Customer,0.8416,High
714804483,Blue,$40K - $60K,48,3,34,3,3,0.137,Existing Customer,0.8416,High
788675658,Blue,Less than $40K,39,6,37,2,4,0.439,Existing Customer,0.8414,High
710153583,Blue,Less than $40K,30,3,63,1,3,0.0,Attrited Customer,0.8409,High
720511608,Blue,Unknown,38,5,33,3,3,0.05,Existing Customer,0.8406,High
718803333,Blue,Less than $40K,43,2,29,3,1,0.612,Existing Customer,0.8405,High
716881683,Blue,$80K - $120K,45,2,51,3,3,0.733,Attrited Customer,0.8404,High
711840408,Blue,Less than $40K,64,5,30,3,4,0.571,Existing Customer,0.84,High
721274208,Blue,Less than $40K,41,4,38,3,3,0.956,Attrited Customer,0.8399,High
711613308,Blue,$60K - $80K,58,2,38,1,2,0.318,Attrited Customer,0.8397,High
713134458,Blue,$120K +,54,4,24,1,1,0.0,Existing Customer,0.8395,High
713785608,Blue,Less than $40K,49,1,63,2,3,0.0,Existing Customer,0.8394,High
714576183,Blue,$80K - $120K,47,6,23,3,2,0.094,Existing Customer,0.8394,High
721250358,Blue,$40K - $60K,50,3,22,1,3,0.272,Existing Customer,0.8393,High
795052083,Blue,$40K - $60K,63,3,71,6,4,0.0,Existing Customer,0.8389,High
771899433,Blue,$80K - $120K,48,5,27,2,4,0.305,Attrited Customer,0.8387,High
712689333,Blue,$80K - $120K,38,4,31,3,2,0.059,Existing Customer,0.8386,High
710573808,Blue,$60K - $80K,55,6,31,3,3,0.632,Existing Customer,0.8386,High
780042633,Silver,Unknown,37,2,64,2,2,0.0,Attrited Customer,0.8383,High
720893958,Blue,Less than $40K,49,1,53,3,3,0.647,Existing Customer,0.838,High
715783758,Blue,$120K +,40,5,38,3,3,0.051,Existing Customer,0.8379,High
711028308,Blue,Less than $40K,44,4,29,1,0,0.0,Existing Customer,0.8372,High
720444408,Blue,Less than $40K,35,2,42,2,4,0.803,Attrited Customer,0.8371,High
714544908,Blue,$60K - $80K,56,6,68,3,3,0.0,Attrited Customer,0.837,High
721104708,Blue,Less than $40K,41,1,41,3,1,0.951,Attrited Customer,0.837,High
712556433,Blue,$40K - $60K,52,1,92,2,3,0.403,Existing Customer,0.8365,High
718263108,Blue,Less than $40K,44,3,42,3,2,0.861,Attrited Customer,0.8361,High
779900808,Blue,$60K - $80K,32,2,94,3,2,0.0,Existing Customer,0.8361,High
713755458,Blue,$80K - $120K,50,6,63,3,4,0.096,Attrited Customer,0.8361,High
778643733,Gold,$40K - $60K,48,3,64,2,1,0.061,Attrited Customer,0.836,High
711234783,Blue,Less than $40K,44,5,45,2,3,0.0,Attrited Customer,0.836,High
713149683,Blue,Less than $40K,44,5,31,1,4,0.179,Existing Customer,0.8358,High
720085233,Blue,Unknown,51,6,38,3,4,0.282,Attrited Customer,0.8358,High
708573933,Silver,Less than $40K,45,2,100,2,3,0.061,Existing Customer,0.8357,High
710038008,Blue,$40K - $60K,56,3,30,2,1,0.0,Existing Customer,0.8354,High
768490458,Blue,$80K - $120K,49,1,32,3,3,0.442,Attrited Customer,0.8352,High
713314533,Blue,$60K - $80K,40,6,41,2,3,0.0,Attrited Customer,0.835,High
716984658,Blue,$120K +,49,3,31,2,3,0.0,Existing Customer,0.8345,High
714141108,Blue,Less than $40K,52,6,28,3,3,0.133,Existing Customer,0.8343,High
718171308,Blue,Less than $40K,44,6,46,3,4,0.0,Attrited Customer,0.8343,High
714363858,Blue,Less than $40K,54,3,35,5,3,0.885,Existing Customer,0.8342,High
719596908,Blue,Unknown,56,4,30,2,2,0.188,Existing Customer,0.8341,High
720592533,Blue,$80K - $120K,41,3,44,3,2,0.044,Attrited Customer,0.8339,High
714077583,Platinum,$40K - $60K,43,2,65,3,4,0.025,Attrited Customer,0.8339,High
718863258,Blue,Less than $40K,54,2,38,2,3,0.649,Attrited Customer,0.833,High
823149483,Blue,$40K - $60K,52,1,76,5,3,0.0,Existing Customer,0.8325,High
779247483,Blue,Unknown,46,5,55,2,6,0.0,Attrited Customer,0.8325,High
711836733,Blue,$120K +,43,3,45,3,3,0.0,Existing Customer,0.8324,High
773082033,Blue,$80K - $120K,35,3,38,3,4,0.053,Existing Customer,0.8324,High
717292758,Blue,Less than $40K,55,5,44,3,2,0.0,Existing Customer,0.8321,High
714495258,Blue,Less than $40K,26,4,37,1,3,0.333,Existing Customer,0.8321,High
819943458,Blue,$120K +,57,6,37,4,3,0.029,Attrited Customer,0.8317,High
708964683,Blue,Unknown,48,3,89,2,1,0.0,Existing Customer,0.8316,High
787974108,Blue,$40K - $60K,37,4,40,2,2,0.442,Attrited Customer,0.8312,High
714387108,Blue,$80K - $120K,51,4,51,2,3,0.0,Existing Customer,0.8308,High
710103558,Blue,$120K +,50,4,28,1,2,0.459,Existing Customer,0.8307,High
713741358,Blue,$80K - $120K,46,6,17,3,3,0.076,Attrited Customer,0.8303,High
717214158,Blue,$40K - $60K,41,5,94,3,3,0.0,Existing Customer,0.8302,High
711757383,Blue,Less than $40K,50,4,39,1,2,0.0,Existing Customer,0.8297,High
709714008,Blue,Unknown,50,6,45,3,3,0.0,Attrited Customer,0.8292,High
771051783,Blue,$120K +,53,6,24,2,5,0.177,Existing Customer,0.8289,High
710555433,Blue,Less than $40K,42,6,40,2,2,0.0,Attrited Customer,0.8286,High
713763633,Blue,Unknown,54,5,30,3,2,0.263,Existing Customer,0.8283,High
779498058,Blue,$80K - $120K,39,5,34,3,3,0.388,Existing Customer,0.8281,High
820282383,Blue,Less than $40K,45,6,32,3,3,0.43,Attrited Customer,0.8279,High
714773508,Blue,$40K - $60K,54,6,43,4,3,0.215,Attrited Customer,0.8279,High
708170508,Blue,$60K - $80K,38,2,42,3,2,0.0,Attrited Customer,0.8276,High
716056158,Blue,$60K - $80K,63,3,49,3,3,0.0,Attrited Customer,0.8276,High
710136258,Blue,Less than $40K,33,6,43,2,3,0.0,Attrited Customer,0.8271,High
717643608,Blue,$80K - $120K,48,3,36,3,2,0.061,Existing Customer,0.827,High
720540708,Blue,Less than $40K,53,3,25,2,4,0.543,Existing Customer,0.8267,High
708112008,Blue,$80K - $120K,56,4,35,2,3,0.045,Existing Customer,0.8267,High
710997183,Gold,$60K - $80K,46,3,39,3,2,0.032,Existing Customer,0.8266,High
794649858,Blue,Less than $40K,58,3,37,3,3,0.735,Existing Customer,0.8261,High
787464408,Blue,$60K - $80K,53,5,29,2,2,0.0,Existing Customer,0.8258,High
720668358,Blue,$40K - $60K,59,3,36,3,3,0.605,Existing Customer,0.8256,High
708828258,Blue,$120K +,55,5,30,2,3,0.048,Existing Customer,0.8255,High
719590458,Blue,Less than $40K,44,6,46,3,3,0.0,Attrited Customer,0.8253,High
717049533,Blue,$40K - $60K,39,5,28,3,0,0.202,Existing Customer,0.8248,High
713670333,Blue,Less than $40K,60,5,27,3,2,0.589,Existing Customer,0.8248,High
710706558,Blue,Less than $40K,51,3,33,1,3,0.654,Existing Customer,0.8245,High
718558758,Blue,$80K - $120K,34,1,51,2,2,0.381,Attrited Customer,0.8244,High
720484908,Blue,$40K - $60K,65,5,27,3,3,0.0,Existing Customer,0.8235,High
719243808,Blue,Less than $40K,33,3,39,2,4,0.429,Existing Customer,0.8229,High
714697533,Blue,$60K - $80K,26,6,48,3,3,0.0,Existing Customer,0.8228,High
714878508,Blue,Less than $40K,48,3,49,3,3,0.098,Existing Customer,0.8223,High
757194408,Blue,$60K - $80K,43,2,38,3,3,0.0,Attrited Customer,0.8216,High
